Serial no;Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event
2215;209;00:27:10.740000;Galen Rupp;USA;08.05.1986;4.0;Palo Alto;01.05.2010;Men;10,000 m
2216;210;00:27:10.980000;Boniface Kiprop;UGA;12.10.1985;4.0;Helsinki;08.08.2005;Men;10,000 m
2217;211;00:27:11.090000;Peter Kamais;KEN;07.11.1976;3.0;Neerpelt;31.05.2008;Men;10,000 m
2218;212;00:27:11.170000;Julius Gitahi;KEN;29.04.1978;1.0;Kobe;26.04.1998;Men;10,000 m
2219;213;00:27:11.180000;Richard Chelimo;KEN;21.04.1972;1.0;Hengelo;25.06.1991;Men;10,000 m
2220;214;00:27:11.360000;Gideon Ngatuny;KEN;10.10.1986;2.0;Kobe;22.04.2007;Men;10,000 m
2221;215;00:27:11.570000;Gebre-egziabher Gebremariam;ETH;10.09.1984;1.0;Palo Alto;29.05.2005;Men;10,000 m
2222;216;00:27:11.620000;John Ngugi;KEN;10.05.1962;1.0;Bruxelles;13.09.1991;Men;10,000 m
2223;217;00:27:11.700000;Tariku Bekele;ETH;21.01.1987;1.0;Hengelo;27.05.2012;Men;10,000 m
2224;218;00:27:11.830000;Belay Tilahun;ETH;01.01.1995;4.0;Hengelo;29.06.2016;Men;10,000 m
2225;219;00:27:11.880000;John Thuo;KEN;27.11.1985;1.0;Fukuroi;17.10.2009;Men;10,000 m
2226;220;00:27:11.890000;Geoffrey Kamworor;KEN;28.11.1992;1.0;Nairobi;01.08.2015;Men;10,000 m
2227;221;00:27:11.930000;Eshetu Wondimu;ETH;26.01.1982;9.0;Hengelo;26.05.2007;Men;10,000 m
2228;221;00:27:11.930000;Eliud Kipchoge;KEN;05.11.1984;7.0;Eugene;01.06.2012;Men;10,000 m
2229;223;00:27:11.980000;Lelisa Desisa Benti;ETH;14.01.1990;2.0;Hengelo;27.05.2012;Men;10,000 m
2230;224;00:27:12.080000;Kenenisa Bekele;ETH;13.06.1982;1.0;Eugene;31.05.2013;Men;10,000 m
2231;225;00:27:12.170000;Martin Irungu Mathathi;KEN;25.12.1985;3.0;Osaka;27.08.2007;Men;10,000 m
2232;226;00:27:12.220000;Dejene Berhanu;ETH;12.12.1980;2.0;Palo Alto;29.05.2005;Men;10,000 m
2233;227;00:27:12.240000;Lucas Rotich;KEN;16.04.1990;12.0;Eugene;03.06.2011;Men;10,000 m
2234;228;00:27:12.370000;Luke Kipkosgei;KEN;27.11.1975;3.0;Palo Alto;04.05.2001;Men;10,000 m
2235;228;00:27:12.370000;Imane Merga;ETH;15.10.1988;2.0;Eugene;31.05.2013;Men;10,000 m
2236;230;00:27:12.390000;Ismaïl Sghyr;MAR;16.03.1972;2.0;Stockholm;30.07.1999;Men;10,000 m
2237;231;00:27:12.420000;Sammy Alex;KEN;01.06.1989;1.0;Tokamachi;29.09.2007;Men;10,000 m
2238;232;00:27:12.430000;Ibrahim Jeilan;ETH;12.06.1989;1.0;Yokohama;25.09.2010;Men;10,000 m
2239;233;00:27:12.470000;António Pinto;POR;22.03.1966;3.0;Stockholm;30.07.1999;Men;10,000 m
2240;234;00:27:12.510000;Martin Irungu Mathathi;KEN;25.12.1985;5.0;Helsinki;08.08.2005;Men;10,000 m
2241;235;00:27:12.600000;Sileshi Sihine;ETH;29.01.1983;3.0;Hengelo;27.05.2012;Men;10,000 m
2242;236;00:27:12.820000;Zersenay Tadese;ERI;08.02.1982;6.0;Helsinki;08.08.2005;Men;10,000 m
2243;237;00:27:12.950000;Haile Gebrselassie;ETH;18.04.1973;1.0;Göteborg;08.08.1995;Men;10,000 m
2244;238;00:27:13.090000;Abebe Dinkesa Negera;ETH;06.03.1984;7.0;Helsinki;08.08.2005;Men;10,000 m
2245;239;00:27:13.100000;Abera Kuma;ETH;31.08.1990;3.0;Eugene;31.05.2013;Men;10,000 m
2246;240;00:27:13.120000;Bedan Karoki;KEN;21.08.1990;4.0;Eugene;31.05.2013;Men;10,000 m
2247;241;00:27:13.420000;Sammy Kipketer;KEN;29.09.1981;6.0;Bruxelles;05.09.2003;Men;10,000 m
2248;242;00:27:13.480000;Girma Tola;ETH;13.10.1975;2.0;Hengelo;30.05.1999;Men;10,000 m
2249;243;00:27:13.660000;Moses Mosop;KEN;17.07.1985;7.0;Bruxelles;05.09.2003;Men;10,000 m
2250;243;00:27:13.660000;Gebre-egziabher Gebremariam;ETH;10.09.1984;4.0;Hengelo;27.05.2012;Men;10,000 m
2251;245;00:27:13.670000;Bedan Karoki;KEN;21.08.1990;1.0;Palo Alto;01.05.2011;Men;10,000 m
2252;246;00:27:13.810000;Fernando Mamede;POR;01.11.1951;1.0;Stockholm;02.07.1984;Men;10,000 m
2253;246;00:27:13.810000;Ibrahim Jeilan;ETH;12.06.1989;1.0;Daegu;28.08.2011;Men;10,000 m
2254;248;00:27:13.850000;Ibrahim Jeilan;ETH;12.06.1989;2.0;Eugene;08.06.2008;Men;10,000 m
2255;249;00:27:13.940000;Edward Waweru;KEN;03.10.1990;1.0;Fukuroi;16.10.2010;Men;10,000 m
2256;250;00:27:13.980000;Mebrahtom Keflezighi;USA;05.05.1975;4.0;Palo Alto;04.05.2001;Men;10,000 m
2257;251;00:27:14.020000;Gideon Ngatuny;KEN;10.10.1986;1.0;Kumagaya;19.05.2007;Men;10,000 m
2258;251;00:27:14.020000;Imane Merga;ETH;15.10.1988;7.0;Bruxelles;07.09.2012;Men;10,000 m
2259;253;00:27:14.030000;Josphat Muchiri Ndambiri;KEN;12.02.1985;1.0;Shizuoka;03.05.2008;Men;10,000 m
2260;254;00:27:14.040000;Sammy Kipketer;KEN;29.09.1981;10.0;Hengelo;26.05.2007;Men;10,000 m
2261;255;00:27:14.070000;Mohamed Farah;GBR;23.03.1983;2.0;Daegu;28.08.2011;Men;10,000 m
2262;256;00:27:14.080000;Paul Tergat;KEN;17.06.1969;5.0;Bruxelles;25.08.1995;Men;10,000 m
2263;257;00:27:14.130000;Terefe Maregu Zewdie;ETH;23.10.1982;3.0;Eugene;08.06.2008;Men;10,000 m
2264;258;00:27:14.260000;Fita Bayissa;ETH;15.12.1972;1.0;Oslo;04.07.1992;Men;10,000 m
2265;259;00:27:14.340000;Birhan Nebebew;ETH;14.08.1994;5.0;Eugene;31.05.2013;Men;10,000 m
2266;260;00:27:14.440000;Fabián Roncero;ESP;19.10.1970;1.0;Lisboa;04.04.1998;Men;10,000 m
2267;261;00:27:14.530000;Khalid Skah;MAR;29.01.1967;2.0;Göteborg;08.08.1995;Men;10,000 m
2268;262;00:27:14.610000;Dejene Berhanu;ETH;12.12.1980;8.0;Bruxelles;05.09.2003;Men;10,000 m
2269;263;00:27:14.640000;Abderrahim Goumri;MAR;21.05.1976;8.0;Helsinki;08.08.2005;Men;10,000 m
2270;264;00:27:14.670000;Mark Kiptoo;KEN;21.06.1976;4.0;Eugene;08.06.2008;Men;10,000 m
2271;265;00:27:14.700000;Paul Tergat;KEN;17.06.1969;3.0;Göteborg;08.08.1995;Men;10,000 m
2272;266;00:27:14.830000;Edwin Cheruiyot Soi;KEN;03.03.1986;7.0;Bruxelles;25.08.2006;Men;10,000 m
2273;267;00:27:14.840000;John Kariuki;KEN;10.11.1986;2.0;Oita;30.09.2006;Men;10,000 m
2274;268;00:27:15;Haile Gebrselassie;ETH;18.04.1973;1.0;Lausanne;06.07.1994;Men;10,000 m
2275;269;00:27:15.030000;Abdullah Ahmad Hassan;QAT;29.07.1981;3.0;Ostrava;08.06.2004;Men;10,000 m
2276;270;00:27:15.170000;Tadesse Tola;ETH;31.10.1987;5.0;Eugene;08.06.2008;Men;10,000 m
2277;271;00:27:15.330000;Bedan Karoki;KEN;21.08.1990;2.0;Nairobi;01.08.2015;Men;10,000 m
2278;272;00:27:15.440000;Mathew Kisorio;KEN;16.05.1989;2.0;Utrecht;14.06.2009;Men;10,000 m
2279;273;00:27:15.510000;Yigrem Demelash;ETH;28.01.1994;4.0;Sollentuna;27.06.2013;Men;10,000 m
2280;274;00:27:15.530000;Richard Chelimo;KEN;21.04.1972;2.0;Oslo;04.07.1992;Men;10,000 m
2281;275;00:27:15.680000;Raji Assefa;ETH;18.02.1986;11.0;Hengelo;26.05.2007;Men;10,000 m
2282;276;00:27:15.730000;John Thuo Kimondo;KEN;27.11.1985;1.0;Kobe;25.04.2010;Men;10,000 m
2283;277;00:27:15.760000;António Pinto;POR;22.03.1966;2.0;Lisboa;04.04.1998;Men;10,000 m
2284;278;00:27:15.820000;Josphat Muchiri Ndambiri;KEN;12.02.1985;1.0;Kobe;27.04.2008;Men;10,000 m
2285;279;00:27:15.880000;Boniface Kiprop;UGA;12.10.1985;9.0;Bruxelles;05.09.2003;Men;10,000 m
2286;280;00:27:15.900000;Ibrahim Jeilan;ETH;12.06.1989;1.0;Hengelo;28.05.2006;Men;10,000 m
2287;281;00:27:15.940000;Imane Merga;ETH;15.10.1988;4.0;Berlin;17.08.2009;Men;10,000 m
2288;282;00:27:16.220000;Nicholas Kemboi;QAT;25.11.1983;9.0;Helsinki;08.08.2005;Men;10,000 m
2289;283;00:27:16.480000;Robert Sigei Kipngetich;KEN;03.01.1982;5.0;Bruxelles;14.09.2007;Men;10,000 m
2290;284;00:27:16.490000;Kenneth Kiplimo Kimutai;KEN;10.12.1981;6.0;Eugene;08.06.2008;Men;10,000 m
2291;285;00:27:16.500000;Salvatore Antibo;ITA;07.02.1962;1.0;Helsinki;29.06.1989;Men;10,000 m
2292;286;00:27:16.510000;Josphat Muchiri Ndambiri;KEN;12.02.1985;2.0;Kobe;25.04.2010;Men;10,000 m
2293;287;00:27:16.540000;John Thuo;KEN;27.11.1985;2.0;Fukuroi;16.10.2010;Men;10,000 m
2294;289;00:27:16.750000;Micah Kogo;KEN;03.06.1986;2.0;Hengelo;28.05.2006;Men;10,000 m
2295;289;00:27:16.750000;Paul Tanui;KEN;22.12.1990;1.0;Kitakyushu;17.05.2014;Men;10,000 m
2296;291;00:27:16.810000;William Sigei;KEN;11.10.1969;2.0;Oslo;10.07.1993;Men;10,000 m
2297;292;00:27:16.990000;Abdihakem Abdirahman;USA;01.01.1977;7.0;Eugene;08.06.2008;Men;10,000 m
2298;293;00:27:17;Moses Mosop;KEN;17.07.1985;3.0;Hengelo;28.05.2006;Men;10,000 m
2299;294;00:27:17.030000;Isiah Koech;KEN;19.12.1993;8.0;Bruxelles;07.09.2012;Men;10,000 m
2300;294;00:27:17.030000;Mamiyo Nguse;ETH;13.02.1982;2.0;Fukuoka;21.05.2016;Men;10,000 m
2301;296;00:27:17.090000;Mohammed Mourhit;BEL;10.10.1970;2.0;Oslo;04.07.1997;Men;10,000 m
2302;297;00:27:17.120000;Nicholas Kemboi;KEN;25.11.1983;9.0;Bruxelles;03.09.2004;Men;10,000 m
2303;298;00:27:17.180000;Muktar Edris;ETH;14.01.1994;1.0;Hengelo;17.06.2015;Men;10,000 m
2304;299;00:27:17.200000;William Kiptum Muigei;KEN;30.03.1971;2.0;Oslo;22.07.1994;Men;10,000 m
2305;300;00:27:17.240000;John Cheruiyot Korir;KEN;13.12.1981;10.0;Bruxelles;05.09.2003;Men;10,000 m
2306;301;00:27:17.270000;Abebe Dinkesa Negera;ETH;06.03.1984;1.0;Pergine Valsugana;12.07.2008;Men;10,000 m
2307;302;00:27:17.300000;Vincent Chepkok;KEN;05.07.1988;6.0;Eugene;31.05.2013;Men;10,000 m
2308;303;00:27:17.430000;Sammy Alex Mutahi;KEN;01.06.1989;1.0;Shibetsu;17.06.2007;Men;10,000 m
2309;304;00:27:17.480000;Carlos Lopes;POR;18.02.1947;2.0;Stockholm;02.07.1984;Men;10,000 m
2310;305;00:27:17.490000;Abebe Dinkesa Negera;ETH;06.03.1984;3.0;Utrecht;14.06.2009;Men;10,000 m
2311;306;00:27:17.610000;Paul Tanui;KEN;22.12.1990;3.0;Kobe;25.04.2010;Men;10,000 m
2312;307;00:27:17.630000;Imane Merga;ETH;15.10.1988;2.0;Hengelo;17.06.2015;Men;10,000 m
2313;308;00:27:17.660000;Julius Gitahi;KEN;29.04.1978;3.0;Hengelo;30.05.1999;Men;10,000 m
2314;309;00:27:17.740000;Khalid Skah;MAR;29.01.1967;1.0;Bruxelles;03.09.1993;Men;10,000 m
2315;310;00:27:17.820000;Addis Abebe;ETH;05.09.1970;2.0;Helsinki;29.06.1989;Men;10,000 m
2316;310;00:27:17.820000;Paul Tanui;KEN;22.12.1990;1.0;Yamaguchi;10.10.2014;Men;10,000 m
2317;313;00:27:17.910000;Gideon Ngatuny;KEN;10.10.1986;2.0;Kobe;27.04.2008;Men;10,000 m
2318;313;00:27:17.910000;Geoffrey Kirui;KEN;16.02.1993;5.0;Eugene;29.05.2015;Men;10,000 m
2319;315;00:27:17.940000;Julius Gitahi;KEN;29.04.1978;1.0;Kobe;25.04.1999;Men;10,000 m
2320;316;00:27:18.020000;Shem Kororia;KEN;25.09.1972;6.0;Bruxelles;25.08.1995;Men;10,000 m
2321;317;00:27:18.110000;Julius Gitahi;KEN;29.04.1978;3.0;Bruxelles;28.08.1998;Men;10,000 m
2322;318;00:27:18.140000;Jon Brown;GBR;27.02.1971;4.0;Bruxelles;28.08.1998;Men;10,000 m
2323;319;00:27:18.170000;Lelisa Desisa Benti;ETH;14.01.1990;1.0;Naimette-Xhovémont;05.07.2012;Men;10,000 m
2324;320;00:27:18.200000;Haile Gebrselassie;ETH;18.04.1973;1.0;Sydney;25.09.2000;Men;10,000 m
2325;321;00:27:18.220000;Arturo Barrios;MEX;12.12.1963;1.0;Berlin;17.08.1990;Men;10,000 m
2326;321;00:27:18.220000;Mark Kiptoo;KEN;21.06.1976;8.0;Eugene;01.06.2012;Men;10,000 m
2327;323;00:27:18.280000;Assefa Mezgebu;ETH;19.06.1978;4.0;Hengelo;30.05.1999;Men;10,000 m
2328;323;00:27:18.280000;Abdullah Ahmad Hassan;QAT;29.07.1981;4.0;Saint-Denis;24.08.2003;Men;10,000 m
2329;325;00:27:18.290000;Paul Tergat;KEN;17.06.1969;2.0;Sydney;25.09.2000;Men;10,000 m
2330;326;00:27:18.320000;Moses Tanui;KEN;20.08.1965;2.0;Bruxelles;03.09.1993;Men;10,000 m
2331;327;00:27:18.390000;Abera Kuma;ETH;31.08.1990;2.0;Naimette-Xhovémont;05.07.2012;Men;10,000 m
2332;328;00:27:18.430000;Paul Tergat;KEN;17.06.1969;3.0;Bruxelles;03.09.1993;Men;10,000 m
2333;329;00:27:18.450000;Arturo Barrios;MEX;12.12.1963;1.0;Stockholm;03.07.1989;Men;10,000 m
2334;329;00:27:18.450000;Paul Tanui;KEN;22.12.1990;3.0;Nairobi;01.08.2015;Men;10,000 m
2335;331;00:27:18.470000;Bernard Kiprop Kipyego;KEN;16.07.1986;5.0;Berlin;17.08.2009;Men;10,000 m
2336;332;00:27:18.580000;Paul Tanui;KEN;22.12.1990;1.0;Kitakyushu;14.05.2011;Men;10,000 m
2337;333;00:27:18.590000;Juan Armando Quintanilla;MEX;19.04.1968;3.0;Oslo;22.07.1994;Men;10,000 m
2338;334;00:27:18.660000;Mark Bett;KEN;22.12.1976;5.0;Bruxelles;28.08.1998;Men;10,000 m
2339;335;00:27:18.740000;Simon Maina Munyi;KEN;18.03.1978;5.0;Hengelo;30.05.1999;Men;10,000 m
2340;336;00:27:18.840000;William Kiptum Muigei;KEN;30.03.1971;4.0;Bruxelles;23.08.1996;Men;10,000 m
2341;337;00:27:18.860000;Mosinet Geremew;ETH;12.02.1992;3.0;Hengelo;17.06.2015;Men;10,000 m
2342;338;00:27:18.900000;Tilahun Regessa;ETH;18.01.1990;6.0;Hengelo;27.05.2012;Men;10,000 m
2343;339;00:27:18.950000;Simon Maina Munyi;KEN;18.03.1978;1.0;Kobe;23.04.2000;Men;10,000 m
2344;340;00:27:19.140000;Imane Merga;ETH;15.10.1988;3.0;Daegu;28.08.2011;Men;10,000 m
2345;341;00:27:19.150000;John Ngugi;KEN;10.05.1962;1.0;Koblenz;04.09.1990;Men;10,000 m
2346;342;00:27:19.190000;Josphat Muchiri Ndambiri;KEN;12.02.1985;2.0;Kobe;24.04.2005;Men;10,000 m
2347;343;00:27:19.260000;Boniface Kiprop;UGA;12.10.1985;5.0;Hengelo;24.05.2008;Men;10,000 m
2348;344;00:27:19.300000;Salah Hissou;MAR;16.01.1972;4.0;Göteborg;08.08.1995;Men;10,000 m
2349;345;00:27:19.340000;Adugna Takele;ETH;26.02.1989;4.0;Hengelo;17.06.2015;Men;10,000 m
2350;346;00:27:19.450000;Bernard Kiprop Kipyego;KEN;16.07.1986;4.0;Hengelo;28.05.2006;Men;10,000 m
2351;347;00:27:19.700000;Jacob Chesari;KEN;06.04.1984;9.0;Bruxelles;07.09.2012;Men;10,000 m
2352;348;00:27:19.710000;Leul Gebrselassie;ETH;20.09.1993;1.0;Herzogenaurach;13.05.2016;Men;10,000 m
2353;349;00:27:19.720000;Fabiano Joseph Naasi;TAN;24.12.1985;6.0;Hengelo;24.05.2008;Men;10,000 m
2354;350;00:27:19.740000;Kenneth Kipkemoi;KEN;02.08.1984;1.0;Porto-Novo;28.06.2012;Men;10,000 m
2355;351;00:27:19.750000;Assefa Mezgebu;ETH;19.06.1978;3.0;Sydney;25.09.2000;Men;10,000 m
2356;352;00:27:19.790000;Assefa Mezgebu;ETH;19.06.1978;1.0;Villeneuve d'Ascq;17.06.2000;Men;10,000 m
2357;352;00:27:19.790000;Albert Chepkurui;KEN;29.07.1981;1.0;Palo Alto;03.05.2002;Men;10,000 m
2358;354;00:27:19.810000;Robert Sigei Kipngetich;KEN;03.01.1982;5.0;Bruxelles;05.09.2008;Men;10,000 m
2359;355;00:27:19.940000;John Cheruiyot Korir;KEN;13.12.1981;5.0;Saint-Denis;24.08.2003;Men;10,000 m
2360;357;00:27:20.030000;Girma Tola;ETH;13.10.1975;2.0;Villeneuve d'Ascq;17.06.2000;Men;10,000 m
2361;358;00:27:20.150000;Mebrahtom Keflezighi;USA;05.05.1975;2.0;Palo Alto;03.05.2002;Men;10,000 m
2362;359;00:27:20.380000;Aloÿs Nizigama;BDI;18.06.1966;1.0;London;07.07.1995;Men;10,000 m
2363;360;00:27:20.390000;Haile Gebrselassie;ETH;18.04.1973;1.0;Bruxelles;19.08.1994;Men;10,000 m
2364;360;00:27:20.390000;Haile Gebrselassie;ETH;18.04.1973;7.0;Hengelo;27.05.2012;Men;10,000 m
2365;362;00:27:20.440000;Patrick Ivuti;KEN;30.06.1978;4.0;Sydney;25.09.2000;Men;10,000 m
2366;363;00:27:20.510000;Aloÿs Nizigama;BDI;18.06.1966;4.0;Oslo;22.07.1994;Men;10,000 m
2367;364;00:27:20.540000;Tebalu Zawude;ETH;02.11.1987;5.0;Hengelo;17.06.2015;Men;10,000 m
2368;365;00:27:20.560000;Mark Nenow;USA;16.11.1957;1.0;Bruxelles;05.09.1986;Men;10,000 m
2369;366;00:27:20.650000;Gebre-egziabher Gebremariam;ETH;10.09.1984;7.0;Hengelo;24.05.2008;Men;10,000 m
2370;366;00:27:20.650000;Adugna Takele;ETH;26.02.1989;5.0;Hengelo;29.06.2016;Men;10,000 m
2371;368;00:27:20.740000;Leonard Barsoton;KEN;21.10.1994;2.0;Yamaguchi;10.10.2014;Men;10,000 m
2372;369;00:27:20.770000;Mark Kiptoo;KEN;21.06.1976;2.0;Porto-Novo;28.06.2012;Men;10,000 m
2373;370;00:27:20.890000;Ismael Kirui;KEN;20.02.1975;6.0;Hengelo;30.05.1999;Men;10,000 m
2374;371;00:27:20.970000;Essa Ismail Rasheed;QAT;14.12.1986;5.0;Hengelo;28.05.2006;Men;10,000 m
2375;372;00:27:20.990000;Samuel Wanjiru;KEN;10.11.1986;2.0;Shibetsu;17.06.2007;Men;10,000 m
2376;373;00:27:21.120000;Geoffrey Kirui;KEN;16.02.1993;10.0;Bruxelles;07.09.2012;Men;10,000 m
2377;374;00:27:21.140000;Simon Maina Munyi;KEN;18.03.1978;2.0;Kobe;26.04.1998;Men;10,000 m
2378;375;00:27:21.220000;Richard Chelimo;KEN;21.04.1972;4.0;Bruxelles;03.09.1993;Men;10,000 m
2379;376;00:27:21.290000;Luka Keitany;KEN;21.07.1977;7.0;Hengelo;30.05.1999;Men;10,000 m
2380;377;00:27:21.320000;Evans Rutto;KEN;14.01.1984;3.0;Villeneuve d'Ascq;17.06.2000;Men;10,000 m
2381;378;00:27:21.370000;Zersenay Tadese;ERI;08.02.1982;4.0;Osaka;27.08.2007;Men;10,000 m
2382;379;00:27:21.400000;Hasan Mahboob Ali;BRN;31.12.1981;1.0;Wageningen;30.05.2012;Men;10,000 m
2383;380;00:27:21.460000;Brahim Boutayeb;MAR;15.08.1967;1.0;Seoul;26.09.1988;Men;10,000 m
2384;381;00:27:21.500000;Paul Tanui;KEN;22.12.1990;1.0;Kitakyushu;18.05.2013;Men;10,000 m
2385;382;00:27:21.530000;Dieter Baumann;GER;09.02.1965;1.0;Barakaldo;05.04.1997;Men;10,000 m
2386;383;00:27:21.550000;Wilson Busienei;UGA;18.08.1981;8.0;Bruxelles;25.08.2006;Men;10,000 m
2387;384;00:27:21.560000;Paul Kosgei;KEN;22.04.1978;11.0;Bruxelles;05.09.2003;Men;10,000 m
2388;385;00:27:21.610000;Emmanuel Bett;KEN;30.03.1983;5.0;Eugene;30.05.2014;Men;10,000 m
2389;386;00:27:21.710000;Mohamed Farah;GBR;23.03.1983;1.0;Moskva;10.08.2013;Men;10,000 m
2390;387;00:27:21.750000;Salah Hissou;MAR;16.01.1972;2.0;Bruxelles;19.08.1994;Men;10,000 m
2391;388;00:27:21.920000;Paul Lonyangata;KEN;12.12.1992;8.0;Bruxelles;16.09.2011;Men;10,000 m
2392;389;00:27:22.010000;Simon Arusei;KEN;04.11.1977;6.0;Hengelo;28.05.2006;Men;10,000 m
2393;390;00:27:22.060000;Aloÿs Nizigama;BDI;18.06.1966;3.0;Bruxelles;19.08.1994;Men;10,000 m
2394;391;00:27:22.090000;John Cheruiyot;KEN;05.07.1990;13.0;Eugene;03.06.2011;Men;10,000 m
2395;392;00:27:22.120000;William Sitonik;KEN;01.03.1994;1.0;Machida;28.11.2015;Men;10,000 m
2396;393;00:27:22.190000;Ibrahim Jeilan;ETH;12.06.1989;4.0;Utrecht;14.06.2009;Men;10,000 m
2397;394;00:27:22.200000;José Rios;ESP;15.03.1974;1.0;Gijón;12.08.2000;Men;10,000 m
2398;395;00:27:22.230000;Ibrahim Jeilan;ETH;12.06.1989;2.0;Moskva;10.08.2013;Men;10,000 m
2399;396;00:27:22.280000;Dieudonné Disi;RWA;24.04.1978;6.0;Bruxelles;14.09.2007;Men;10,000 m
2400;396;00:27:22.280000;Dathan Ritzenhein;USA;30.12.1982;6.0;Berlin;17.08.2009;Men;10,000 m
2401;398;00:27:22.290000;Simon Maina Munyi;KEN;18.03.1978;12.0;Bruxelles;05.09.2003;Men;10,000 m
2402;399;00:27:22.300000;Assefa Mezgebu;ETH;19.06.1978;1.0;Hengelo;04.06.2001;Men;10,000 m
2403;400;00:27:22.320000;Paul Tanui;KEN;22.12.1990;1.0;Niigata;24.09.2010;Men;10,000 m
2404;401;00:27:22.340000;Emmanuel Bett;KEN;30.03.1983;6.0;Eugene;29.05.2015;Men;10,000 m
2405;402;00:27:22.460000;Martin Irungu Mathathi;KEN;25.12.1985;1.0;Kobe;25.04.2004;Men;10,000 m
2406;402;00:27:22.460000;Gideon Ngatuny;KEN;10.10.1986;1.0;Kumagaya;15.05.2010;Men;10,000 m
2407;404;00:27:22.470000;Henry Rono;KEN;12.02.1952;1.0;Wien;11.06.1978;Men;10,000 m
2408;405;00:27:22.530000;James Runguru;KEN;14.01.1993;1.0;Yokohama;24.09.2011;Men;10,000 m
2409;406;00:27:22.540000;Luke Kipkosgei;KEN;27.11.1975;1.0;Melbourne;05.12.1998;Men;10,000 m
2410;406;00:27:22.540000;Abera Kuma;ETH;31.08.1990;14.0;Eugene;03.06.2011;Men;10,000 m
2411;406;00:27:22.540000;Lewis Mosoti;KEN;01.01.1985;3.0;Porto-Novo;28.06.2012;Men;10,000 m
2412;409;00:27:22.570000;Zersenay Tadese;ERI;08.02.1982;3.0;Athínai;20.08.2004;Men;10,000 m
2413;409;00:27:22.570000;Zersenay Tadese;ERI;08.02.1982;4.0;Daegu;28.08.2011;Men;10,000 m
2414;411;00:27:22.580000;Charles Kamathi;KEN;18.05.1978;2.0;Hengelo;04.06.2001;Men;10,000 m
2415;412;00:27:22.610000;Paul Tanui;KEN;22.12.1990;3.0;Moskva;10.08.2013;Men;10,000 m
2416;413;00:27:22.640000;Tamirat Tola;ETH;11.08.1991;6.0;Hengelo;17.06.2015;Men;10,000 m
2417;414;00:27:22.670000;Mohammed Amyn;MAR;25.03.1976;5.0;Hengelo;29.05.2005;Men;10,000 m
2418;415;00:27:22.780000;António Martins;FRA;23.08.1963;3.0;Oslo;04.07.1992;Men;10,000 m
2419;415;00:27:22.780000;Josphat Muchiri Ndambiri;KEN;12.02.1985;2.0;Niigata;24.09.2010;Men;10,000 m
2420;417;00:27:22.810000;Abdihakem Abdirahman;USA;01.01.1977;7.0;Hengelo;28.05.2006;Men;10,000 m
2421;418;00:27:22.840000;Girma Tola;ETH;13.10.1975;3.0;Hengelo;04.06.2001;Men;10,000 m
2422;419;00:27:22.890000;Leul Gebrselassie;ETH;20.09.1993;7.0;Hengelo;17.06.2015;Men;10,000 m
2423;420;00:27:22.930000;Bedan Karoki;KEN;21.08.1990;7.0;Rio de Janeiro;13.08.2016;Men;10,000 m
2424;421;00:27:22.950000;Fernando Mamede;POR;01.11.1951;1.0;Paris;09.07.1982;Men;10,000 m
2425;422;00:27:22.980000;António Pinto;POR;22.03.1966;6.0;Bruxelles;28.08.1998;Men;10,000 m
2426;423;00:27:22.990000;Emmanuel Kipsang;KEN;13.06.1991;2.0;Herzogenaurach;13.05.2016;Men;10,000 m
2427;424;00:27:23.040000;Micah Kogo;KEN;03.06.1986;9.0;Eugene;01.06.2012;Men;10,000 m
2428;424;00:27:23.040000;James Mwangi Wangari;KEN;23.03.1994;1.0;Kobe;23.04.2016;Men;10,000 m
2429;426;00:27:23.060000;Eamonn Martin;GBR;09.10.1958;1.0;Oslo;02.07.1988;Men;10,000 m
2430;427;00:27:23.180000;Vincent Rousseau;BEL;29.07.1962;5.0;Bruxelles;03.09.1993;Men;10,000 m
2431;428;00:27:23.290000;Khalid Skah;MAR;29.01.1967;1.0;Oslo;06.07.1991;Men;10,000 m
2432;429;00:27:23.440000;Carlos Lopes;POR;18.02.1947;1.0;Oslo;09.07.1983;Men;10,000 m
2433;430;00:27:23.460000;Josphat Muchiri Ndambiri;KEN;12.02.1985;2.0;Kumagaya;15.05.2010;Men;10,000 m
2434;431;00:27:23.550000;Salvatore Antibo;ITA;07.02.1962;2.0;Seoul;26.09.1988;Men;10,000 m
2435;432;00:27:23.580000;Mohammed Mourhit;BEL;10.10.1970;4.0;Bruxelles;22.08.1997;Men;10,000 m
2436;433;00:27:23.600000;Abebe Dinkesa Negera;ETH;06.03.1984;3.0;Hengelo;31.05.2004;Men;10,000 m
2437;434;00:27:23.620000;Bedan Karoki;KEN;21.08.1990;3.0;Kumagaya;15.05.2010;Men;10,000 m
2438;435;00:27:23.630000;Simon Bairu;CAN;03.08.1983;5.0;Palo Alto;01.05.2010;Men;10,000 m
2439;436;00:27:23.650000;William Kalya;KEN;04.08.1974;4.0;Bruxelles;25.08.2000;Men;10,000 m
2440;437;00:27:23.660000;James Mwangi;KEN;23.06.1984;1.0;Abashiri;06.07.2014;Men;10,000 m
2441;438;00:27:23.720000;Josephat Machuka;KEN;12.12.1973;5.0;Göteborg;08.08.1995;Men;10,000 m
